"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Cabin","Embarked"
1,1,"female",52,1,0,78.2667,"D","C"
0,3,"male",47,0,0,7.25,"","S"
0,3,"female",30.6977158773769,0,2,7.75,"","Q"
0,2,"male",37,1,0,26,"","S"
0,3,"male",36,1,1,24.15,"","S"
1,2,"female",30.0689026386921,0,0,33,"","S"
0,3,"male",49,0,0,0,"","S"
0,3,"male",27.258355784158,0,0,7.225,"","C"
1,1,"male",49,1,0,56.9292,"A","C"
1,2,"female",24,2,1,27,"","S"
0,3,"male",29.3702382265587,0,0,7.8958,"","S"
0,1,"male",43.7146819096634,0,0,42.4,"","S"
0,3,"male",44,0,0,8.05,"","S"
1,1,"male",35,0,0,26.55,"","C"
0,3,"male",36,1,0,15.55,"","S"
0,3,"male",30,0,0,7.8958,"","S"
1,1,"male",27,0,0,30.5,"","S"
1,2,"female",22,1,2,41.5792,"","C"
1,1,"female",40,0,0,153.4625,"C","S"
0,3,"female",39,1,5,31.275,"","S"
0,3,"male",29.3760449638396,0,0,7.05,"","S"
1,3,"female",21.1069991589195,1,0,15.5,"","Q"
0,3,"male",31.6947485957104,0,0,7.75,"","Q"
0,3,"male",35,0,0,8.05,"","S"
1,2,"female",24,1,2,65,"","S"
0,3,"male",34,1,1,14.4,"","S"
0,3,"female",26,1,0,16.1,"","S"
1,2,"female",4,2,1,39,"F","S"
0,2,"male",26,0,0,10.5,"","S"
0,3,"male",27,1,0,14.4542,"","C"
1,1,"male",42,1,0,52.5542,"D","S"
1,3,"male",20,1,1,15.7417,"","C"
0,3,"male",21,0,0,7.8542,"","S"
0,3,"male",21,0,0,16.1,"","S"
0,1,"male",61,0,0,32.3208,"D","S"
0,2,"male",57,0,0,12.35,"","Q"
1,1,"female",21,0,0,77.9583,"D","S"
0,3,"male",26,0,0,7.8958,"","S"
0,3,"male",31.6948632475342,0,0,7.7333,"","Q"
1,1,"male",80,0,0,30,"A","S"
0,3,"male",51,0,0,7.0542,"","S"
1,1,"male",32,0,0,30.5,"B","C"
0,1,"male",44.0057739653642,0,0,0,"","S"
0,3,"female",9,3,2,27.9,"","S"
1,2,"female",28,0,0,13,"","S"
0,3,"male",32,0,0,7.925,"","S"
0,2,"male",31,1,1,26.25,"","S"
0,3,"female",41,0,5,39.6875,"","S"
0,3,"male",25.1990203243219,1,0,16.1,"","S"
0,3,"male",20,0,0,7.8542,"","S"
1,1,"female",24,0,0,69.3,"B","C"
0,3,"female",2,3,2,27.9,"","S"
1,3,"male",22.1686481895755,0,0,56.4958,"","S"
1,3,"female",0.75,2,1,19.2583,"","C"
1,1,"male",48,1,0,76.7292,"D","C"
0,3,"male",19,0,0,7.8958,"","S"
1,1,"male",56,0,0,35.5,"A","C"
0,3,"male",29.3726122745035,0,0,7.55,"","S"
1,3,"female",23,0,0,7.55,"","S"
0,3,"male",29.3702382265587,0,0,7.8958,"","S"
1,2,"female",18,0,1,23,"","S"
0,3,"male",21,0,0,8.4333,"","S"
1,3,"female",25.2745550681725,0,0,7.8292,"","Q"
0,3,"female",18,0,0,6.75,"","Q"
0,2,"male",24,2,0,73.5,"","S"
0,3,"male",29.3702382265587,0,0,7.8958,"","S"
0,3,"female",32,1,1,15.5,"","Q"
0,2,"male",23,0,0,13,"","S"
0,1,"male",58,0,2,113.275,"D","C"
1,1,"male",50,2,0,133.65,"","S"
0,3,"male",40,0,0,7.225,"","C"
0,1,"male",47,0,0,25.5875,"E","S"
0,3,"male",36,0,0,7.4958,"","S"
1,3,"male",20,1,0,7.925,"","S"
0,2,"male",32,2,0,73.5,"","S"
0,2,"male",25,0,0,13,"","S"
0,3,"male",29.3710675643023,0,0,7.775,"","S"
0,3,"male",43,0,0,8.05,"","S"
1,1,"female",33.7395133164404,1,0,52,"C","S"
1,2,"female",40,1,1,39,"","S"
0,1,"male",31,1,0,52,"B","S"
0,2,"male",70,0,0,10.5,"","S"
1,2,"male",31,0,0,13,"","S"
0,2,"male",36.7151099244214,0,0,0,"","S"
0,3,"male",18,0,0,7.775,"","S"
0,3,"male",24.5,0,0,8.05,"","S"
1,3,"female",18,0,0,9.8417,"","S"
0,3,"female",43,1,6,46.9,"","S"
1,1,"male",36,0,1,512.3292,"B","C"
0,3,"female",32.1403711054427,0,0,8.1375,"","Q"
1,1,"male",27,0,0,76.7292,"D","C"
0,3,"male",20,0,0,9.225,"","S"
0,3,"male",14,5,2,46.9,"","S"
0,2,"male",60,1,1,39,"","S"
0,2,"male",25,1,2,41.5792,"","C"
0,3,"male",14,4,1,39.6875,"","S"
0,3,"male",19,0,0,10.1708,"","S"
0,3,"male",18,0,0,7.7958,"","S"
1,1,"female",15,0,1,211.3375,"B","S"
1,1,"male",31,1,0,57,"B","S"
1,3,"female",4,0,1,13.4167,"","C"
1,3,"male",22.1686481895755,0,0,56.4958,"","S"
0,3,"male",25,0,0,7.225,"","C"
0,1,"male",60,0,0,26.55,"","S"
0,2,"male",52,0,0,13.5,"","S"
0,3,"male",44,0,0,8.05,"","S"
1,3,"female",25.2752134579871,0,0,7.7333,"","Q"
0,1,"male",49,1,1,110.8833,"C","C"
0,3,"male",42,0,0,7.65,"F","S"
1,1,"female",18,1,0,227.525,"C","C"
1,1,"male",35,0,0,26.2875,"E","S"
0,3,"female",18,0,1,14.4542,"","C"
0,3,"male",25,0,0,7.7417,"","Q"
0,3,"male",26,1,0,7.8542,"","S"
0,2,"male",39,0,0,26,"","S"
1,2,"female",45,0,0,13.5,"","S"
1,1,"male",42,0,0,26.2875,"E","S"
1,1,"female",22,0,0,151.55,"","S"
1,3,"male",15.4978065777042,1,1,15.2458,"","C"
1,1,"female",24,0,0,49.5042,"C","C"
0,1,"male",44.4487799557291,0,0,26.55,"C","S"
1,1,"male",48,1,0,52,"C","S"
0,3,"male",29,0,0,9.4833,"","S"
0,2,"male",52,0,0,13,"","S"
0,3,"male",19,0,0,7.65,"F","S"
1,1,"female",38,0,0,227.525,"C","C"
1,2,"female",27,0,0,10.5,"E","S"
0,3,"male",31.6415419110009,0,0,15.5,"","Q"
0,3,"male",33,0,0,7.775,"","S"
1,2,"female",6,0,1,33,"","S"
0,3,"male",17,1,0,7.0542,"","S"
0,2,"male",34,0,0,13,"","S"
0,2,"male",50,0,0,13,"","S"
1,1,"male",27,1,0,53.1,"E","S"
0,3,"male",20,0,0,8.6625,"","S"
1,2,"female",30,3,0,21,"","S"
1,3,"female",25.2751846233967,0,0,7.7375,"","Q"
0,2,"male",25,1,0,26,"","S"
0,3,"female",25,1,0,7.925,"","S"
1,1,"female",29,0,0,211.3375,"B","S"
0,3,"male",11,0,0,18.7875,"","C"
0,2,"male",36.7151099244214,0,0,0,"","S"
0,2,"male",23,0,0,13,"","S"
0,2,"male",23,0,0,13,"","S"
0,3,"male",28.5,0,0,16.1,"","S"
0,3,"female",48,1,3,34.375,"","S"
1,1,"male",35,0,0,512.3292,"B","C"
0,3,"male",29.3702382265587,0,0,7.8958,"","S"
0,3,"male",29.3702382265587,0,0,7.8958,"","S"
1,1,"male",40.9953316838388,0,0,30,"D","S"
0,1,"male",36,1,0,78.85,"C","S"
1,1,"female",21,2,2,262.375,"B","C"
0,3,"male",24,1,0,16.1,"","S"
1,3,"male",31,0,0,7.925,"","S"
0,1,"male",70,1,1,71,"B","S"
0,3,"male",16,1,1,20.25,"","S"
1,2,"female",30,0,0,13,"","S"
0,1,"male",19,1,0,53.1,"D","S"
0,3,"male",31,0,0,7.75,"","Q"
1,2,"female",4,1,1,23,"","S"
1,3,"male",6,0,1,12.475,"E","S"
0,3,"male",33,0,0,9.5,"","S"
0,3,"male",23,0,0,7.8958,"","S"
1,2,"female",48,1,2,65,"","S"
1,2,"male",0.67,1,1,14.5,"","S"
0,3,"male",28,0,0,7.7958,"","S"
0,2,"male",18,0,0,11.5,"","S"
0,3,"male",34,0,0,8.05,"","S"
1,1,"female",33,0,0,86.5,"B","S"
0,3,"male",29.3248978927318,0,0,14.5,"","S"
0,3,"male",41,0,0,7.125,"","S"
1,3,"male",20,0,0,7.2292,"","C"
1,1,"female",36,1,2,120,"B","S"
0,3,"male",16,0,0,7.775,"","S"
1,1,"female",51,1,0,77.9583,"D","S"
0,1,"male",41.6174172315315,0,0,39.6,"","C"
0,3,"female",30.5,0,0,7.75,"","Q"
0,3,"male",27.4672634229521,1,0,24.15,"","Q"
0,3,"male",32,0,0,8.3625,"","S"
0,3,"male",24,0,0,9.5,"","S"
0,3,"male",48,0,0,7.8542,"","S"
0,2,"female",57,0,0,10.5,"E","S"
0,3,"male",27.258355784158,0,0,7.225,"","C"
1,2,"female",54,1,3,23,"","S"
0,3,"male",18,0,0,7.75,"","S"
0,3,"male",23.9016092196449,0,0,7.75,"F","Q"
1,3,"female",5,0,0,12.475,"","S"
0,3,"male",31.6948344129438,0,0,7.7375,"","Q"
1,1,"female",43,0,1,211.3375,"B","S"
1,3,"female",13,0,0,7.2292,"","C"
1,1,"female",17,1,0,57,"B","S"
0,1,"male",29,0,0,30,"D","S"
0,3,"male",23.7032442287801,1,2,23.45,"","S"
0,3,"male",25,0,0,7.05,"","S"
0,3,"male",25,0,0,7.25,"","S"
1,3,"female",18,0,0,7.4958,"","S"
0,3,"male",8,4,1,29.125,"","Q"
1,3,"male",1,1,2,20.575,"","S"
0,1,"male",46,0,0,79.2,"B","C"
0,3,"male",31.6947485957104,0,0,7.75,"","Q"
0,2,"male",16,0,0,26,"","S"
0,3,"female",0,8,2,69.55,"","S"
0,1,"male",41.6785479363044,0,0,30.6958,"","C"
0,3,"male",25,0,0,7.8958,"","S"
0,2,"male",39,0,0,13,"","S"
1,1,"female",49,0,0,25.9292,"D","S"
1,3,"female",31,0,0,8.6833,"","S"
0,3,"male",30,0,0,7.2292,"","C"
0,3,"female",30,1,1,24.15,"","S"
0,2,"male",34,0,0,13,"","S"
1,2,"female",31,1,1,26.25,"","S"
1,1,"male",11,1,2,120,"B","S"
1,3,"male",0.42,0,1,8.5167,"","C"
1,3,"male",27,0,0,6.975,"","S"
0,3,"male",31,0,0,7.775,"","S"
0,1,"male",39,0,0,0,"A","S"
0,3,"female",18,0,0,7.775,"","S"
0,2,"male",39,0,0,13,"","S"
1,1,"female",33,1,0,53.1,"E","S"
0,3,"male",26,0,0,7.8875,"","S"
0,3,"male",39,0,0,24.15,"","S"
0,2,"male",35,0,0,10.5,"","S"
0,3,"female",6,4,2,31.275,"","S"
0,3,"male",30.5,0,0,8.05,"","S"
0,1,"male",42.9379578374543,0,0,0,"B","S"
0,3,"female",23,0,0,7.925,"","S"
0,2,"male",31,1,1,37.0042,"","C"
0,3,"male",43,0,0,6.45,"","S"
0,3,"male",10,3,2,27.9,"","S"
1,1,"female",52,1,1,93.5,"B","S"
1,3,"male",27,0,0,8.6625,"","S"
0,1,"male",38,0,0,0,"","S"
1,3,"female",27,0,1,12.475,"E","S"
0,3,"male",2,4,1,39.6875,"","S"
0,3,"male",31.7002408986481,0,0,6.95,"","Q"
0,3,"male",29.0365808230903,0,0,56.4958,"","S"
1,2,"male",1,0,2,37.0042,"","C"
1,3,"male",24.8268159621955,0,0,7.75,"","Q"
1,1,"female",62,0,0,80,"B",""
1,3,"female",15,1,0,14.4542,"","C"
1,2,"male",0.83,1,1,18.75,"","S"
0,3,"male",27.2583269495675,0,0,7.2292,"","C"
0,3,"male",23,0,0,7.8542,"","S"
0,3,"male",18,0,0,8.3,"","S"
1,1,"female",39,1,1,83.1583,"E","C"
0,3,"male",21,0,0,8.6625,"","S"
0,3,"male",29.3691795851674,0,0,8.05,"","S"
1,3,"male",32,0,0,56.4958,"","S"
1,1,"male",35.4427336409828,0,0,29.7,"C","C"
0,3,"male",20,0,0,7.925,"","S"
0,2,"male",16,0,0,10.5,"","S"
1,1,"female",30,0,0,31,"","C"
0,3,"male",34.5,0,0,6.4375,"","C"
0,3,"male",17,0,0,8.6625,"","S"
0,3,"male",42,0,0,7.55,"","S"
0,3,"male",0,8,2,69.55,"","S"
0,3,"male",35,0,0,7.8958,"","C"
0,2,"male",28,0,1,33,"","S"
1,1,"female",31.3682911946978,1,0,89.1042,"C","C"
0,3,"male",4,4,2,31.275,"","S"
0,3,"male",74,0,0,7.775,"","S"
0,3,"female",9,1,1,15.2458,"","C"
1,1,"female",16,0,1,39.4,"D","S"
0,2,"female",44,1,0,26,"","S"
1,3,"female",18,0,1,9.35,"","S"
1,1,"female",45,1,1,164.8667,"","S"
1,1,"male",51,0,0,26.55,"E","S"
1,3,"female",24,0,3,19.2583,"","C"
0,3,"male",27.2583269495675,0,0,7.2292,"","C"
0,3,"male",41,2,0,14.1083,"","S"
0,2,"male",21,1,0,11.5,"","S"
1,1,"female",48,0,0,25.9292,"D","S"
0,3,"female",0,8,2,69.55,"","S"
0,2,"male",24,0,0,13,"","S"
1,2,"female",42,0,0,13,"","S"
1,2,"female",27,1,0,13.8583,"","C"
0,1,"male",31,0,0,50.4958,"A","S"
0,3,"male",29.3592247860928,0,0,9.5,"","S"
1,3,"male",4,1,1,11.1333,"","S"
0,3,"male",26,0,0,7.8958,"","S"
1,1,"female",47,1,1,52.5542,"D","S"
0,1,"male",33,0,0,5,"B","S"
0,3,"male",47,0,0,9,"","S"
1,2,"female",28,1,0,24,"","C"
1,3,"female",15,0,0,7.225,"","C"
0,3,"male",20,0,0,9.8458,"","S"
0,3,"male",19,0,0,7.8958,"","S"
0,3,"male",29.3702382265587,0,0,7.8958,"","S"
1,1,"female",56,0,1,83.1583,"C","C"
1,2,"female",25,0,1,26,"","S"
0,3,"male",33,0,0,7.8958,"","S"
0,3,"female",22,0,0,10.5167,"","S"
0,2,"male",28,0,0,10.5,"","S"
0,3,"male",25,0,0,7.05,"","S"
0,3,"female",39,0,5,29.125,"","Q"
0,2,"male",27,0,0,13,"","S"
1,1,"female",19,0,0,30,"B","S"
0,3,"female",24.1515270727479,1,2,23.45,"","S"
1,1,"male",26,0,0,30,"C","C"
0,3,"male",32,0,0,7.75,"","Q"
